id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
262,Solaris,Solaris,Photek,312.55465,0.645426499287,0.438779160645,2000
263,Oriente,A Arte De Gilberto Gil,Gilberto Gil,360.09751,0.707211765021,0.438342797585,1972
264,Perverted Eyelash,Elephant Jokes,Robert Pollard,96.33914,0.620665979695,0.378435751178,2009
265,Eye Spy,When It Falls,The Race,147.98322,0.578704330746,0.369883827949,0
266,Tiempo Al Tiempo,Mi Mundo,Marta Sanchez,228.54485,0.585717843454,0.362712339875,0
267,Out Of My Head,Come Clean,Puddle Of Mudd,223.37261,0.782833930436,0.593970647985,2001
268,Knives and Faces,Raging Speedhorn,Raging Speedhorn,255.34649,0.558702803867,0.343269628826,0
269,Itoshii Toki,Murasaki.,Rie Tomosaka,224.44363,0.424862806634,0.381294298738,0
270,Suzanne,Live In London,Leonard Cohen,226.7424,0.795240123809,0.57163841053,1967
271,Pump Up The Electro Volume,Hypnotized,DaVIP,360.56771,0.401473771934,0.429267837271,0
272,Telze',Aerobica,Max Brannslokker,400.71791,0.450691016047,0.272982275625,0
273,Don't Stop Honey (feat. Cedric Burnside),Come On In,R.L. Burnside,252.47302,0.701180873608,0.482573873659,1998
274,Scream My Name,Back Against The Wall,Chaka Demus & Pliers,299.44118,0.611171822059,0.399967757659,0
275,Girl's Got Rhythm,The Screaming Cat,Omar & The Howlers,191.89506,0.565932628077,0.246354279156,0
276,I Do It For Your Love,The Lovers_ the Dreamers and Me,Jane Monheit,244.47955,0.665133016515,0.499298211006,2008
277,All I Need (Key-Ab-Premiere Performance Plus),All I Need (Premiere Performance Plus Track),Bethany Dillon,203.25832,0.702641042838,0.497116595503,0
278,Beyond the Borders of Sanity,PROSE EDDA,YGGDRASIL,462.96771,0.522008232507,0.347098105121,0
279,Microphone Check,Illegal Substance,Illegal Substance,259.86567,0.584716873791,0.349207248737,0
280,Arruyo de Dios,Infancia Olvidada,María Dolores Pradera / Amaya Uranga,167.49669,0.509166526132,0.226996328402,0
281,Corcovado,Bossa for Two Guitars - Experience Bossa Lounge,P & Q,170.4224,0.635876399921,0.330419308533,0
282,Blow Up,Template,Popsicle,256.54812,0.474254700738,0.376553915164,2005
283,Music Is My Business,Music Is My Business,Roosevelt Sykes,161.95873,0.501247791744,0.356898014201,0
284,Tonight,Songs From An Engineer's Daughter,June Star,251.16689,0.415173970724,0.0,0
285,Your Sweet Love,True To Yourself,Albert Cummings,310.5171,0.545184061343,0.408246219436,2004
286,Back To Back,The Fiancée,The Chariot,93.1522,0.728496068084,0.566446463462,2007
287,A Better World,A Better World,M.I.K.E. vs. Andrew Bennett,426.60526,0.61434553212,0.406591476688,0
288,Humppakavalier,Das Humppawerk,Elakelaiset,197.22404,0.508440336158,0.40514344687,2006
289,Clambake Boogie,I'm The Fat Man,Big John Greer,144.09098,0.362997346826,0.291688059789,1992
290,Je Dois Partir,Ma Génération,Ste Strausz,244.40118,0.482972258136,0.238486982516,0
291,Júrame,Un Canto de México: Alejandro Fernández en Vivo desde Bellas Artes,Alejandro Fernandez,262.97424,0.756892025275,0.458763438863,2002
292,We Trust In The Name Of The Lord Our God (Where Mercy Begins Album Version),The Ultimate Collection,Steve Green,225.64526,0.516021359426,0.348526889598,0
293,Chi Ha Paura Della Notte?,P.F.M. Story,Premiata Forneria Marconi,269.00853,0.57661911547,0.38132401775,1981
294,Sunrise (Album),Whiskey For The Holy Ghost,Mark Lanegan,176.92689,0.700749108693,0.521627142331,1994
295,Blow Ya Back Out [Radio Edit],Blow Ya Back Out [Radio Edit],Attitude,239.17669,0.645628357252,0.446958712693,0
296,Harpo's bazar,Sing & play,The Marx Brothers,233.45587,0.423401377256,0.375652824002,0
297,The American,3,Nouvelle Vague,223.03302,0.82869157716,0.488331623968,0
298,The Letdown,Walk This Way,The White Tie Affair,219.61098,0.709543302282,0.521730412016,2008
299,We don't fit in,Relentless,Never More Than Less,208.32608,0.50783904636,0.340416582189,0
300,I Couldn't Believe It Was True,Red Headed Stranger,Carla Bozulich,146.25914,0.583346499535,0.348489624582,2003
301,A Man Without a Country,Sacrifice and Bliss,Stinking Lizaveta,152.97261,0.515412426813,0.337719112246,2009
302,Darling Corey,Buell Kazee Sings and Plays,Buell Kazee,107.04934,0.478022138315,0.358613580597,0
303,Sex,Zen And The Art Of Beating Your Ass,9 Shocks Terror,139.88526,0.442742465435,0.324991271067,0
304,Bounce W/ WBW,The Essential Dog Vs Cat Audio Collection,Dog Vs Cat,264.93342,0.455958481563,0.0,0
305,Show Me The River,Eastmountainsouth,Eastmountainsouth,218.87955,0.583290824135,0.385998326334,2003
306,Fire & Water,Temporarily Disconnected,24-7 Spyz,115.09506,0.538703152197,0.335810780818,1995
307,You Can't Move Into My House,Meet The Family,Frenzal Rhomb,146.36363,0.614940035593,0.447245808939,1998
308,Carheart,Carheart,Virus,236.2771,0.583144070315,0.370915143822,0
309,Oxygen,Hospital Tracks,Swat-Squad,496.22159,0.36043589436,0.263707205618,0
310,Andropolis,Sorry About The Flowers,Venice is Sinking,211.77424,0.583641790004,0.346827403467,2006
311,The Things We Did Last Summer,Live 1953-68,The Oscar Peterson Trio,240.74404,0.464103942607,0.377928327572,0
312,Conakry,Zion Prophet,Takana Zion,250.87955,0.549360990342,0.473364661944,2007
313,Kein Wort,Zwischen Himmel & Hölle,Breite Seite,316.3424,0.374069421853,0.340917728792,0
314,Jonah Joins The Cab,Rhapsody In Rhumba,Cab Calloway,154.46159,0.666831580457,0.442641734173,2003
315,That Was Yesterday,The Everest Years,Charlie Shavers,156.42077,0.304653722767,0.295875721816,0
316,Scarlet Winter,The Kings Invicta,Fetterline,232.82893,0.35035332977,0.0,0
317,Over the Stone - Concerto for Harp: Tros y Garreg (Over the Stone),Karl Jenkins: Quirk,Karl Jenkins/Catrin Finch/Carmine Lauri/London Symphony Orchestra,249.33832,0.621857415902,0.375269620701,0
318,Quik's Groove VII,The Best of DJ Quik - Da Finale,DJ Quik,229.35465,0.712098902128,0.413393911287,2002
319,L'Uomo Grande,Fragole Infinite,Alberto Fortis,170.44853,0.529075888679,0.442956398106,1982
320,Telephone And Rubber Band (Live) (2001 Digital Remaster),A History,Penguin Café Orchestra,248.08444,0.635087811262,0.40650824852,0
321,Ghetto (feat. Gino Green),J-Kwon (Clean),J-Kwon,212.16608,0.648989514745,0.426209137824,0
322,Serenade No. 13 in G_ 'Eine kleine Nachtmusik' K525 (1997 Digital Remaster): III.  Menuetto (Allegretto),Mozart: Academy in Concert,Sir Neville Marriner/Academy of St Martin-in-the-Fields,118.38649,0.43002498683,0.353034055775,0
323,Decadent,Lightbulbs,The Answering Machine,184.81587,0.632725277086,0.404333721704,0
324,The AFA Song,Skinhead Times 1982-1998,The Oppressed,162.66404,0.60638187286,0.460560992046,0
325,Miles Away (In the style of 'Madonna') [With Backing Vocals],Ace Karaoke Pop Hits - Volume 7,Ace Karaoke Productions,289.48853,0.915823253033,0.665576619159,0
326,Je T'aime,Sound of Berlin - The Finest Club Sounds Selection of House_ Electro_ Minimal and Techno,Kolombo,478.61506,0.429531528344,0.351953906394,0
327,Everything I Own Fits In This Backpack,The Upsides,The Wonder Years,258.0371,0.593542291801,0.58819110823,0
328,Gli Amanti Di Val Morel,Il Disco Dei Miracoli,Piccola Bottega Baltazar,231.49669,0.444005685941,0.372924066321,2007
329,Hace Mucho Tiempo,Donde Acaba El Mar,Los Limones,166.86975,0.427903895846,0.260784049051,0
330,Cosmology,Tiny Blue Biosphere,Rhian Sheehan,348.02893,0.558007751919,0.414780659073,2004
331,Am I Dead,Kings And Queens,Anti Nowhere League,235.59791,0.504460314113,0.498716506541,0
332,schmetterlinge,individuum,Mutabor,130.21995,0.554068735781,0.435018510998,2004
333,Tres Agujas,Del 63,Fito Paez,257.69751,0.65782688564,0.458730806359,1984
334,Ataypura (High Andes),Virgin of the Sun God,Yma Sumac,182.12526,0.538102063279,0.422812934375,1950
335,Single,Home Truths,Pony Club,265.42975,0.424150323901,0.390135630034,2002
336,Outside World,Loveparade - The Album Of Your Life,Sunbeam,343.24853,0.462383020029,0.398084097693,1994
337,Flame Fire,Delroy,DYCR,244.61016,0.345302720475,0.0,0
338,Lie To Me,Rainy Night In Georgia & Other Favorites (Digitally Remastered),Brook Benton,130.01098,0.588067796263,0.432708150518,1986
339,Dieubouddhallah,Le best of,Les Wriggles,284.57751,0.572814817166,0.475942931701,1997
340,The Warmth Of The Sun,Singin',Melissa Manchester,293.04118,0.534341167695,0.38326646203,0
341,The Way He Was Raised,Everything Is Fine,Josh Turner,271.35955,0.791801555556,0.637302342502,0
342,Subnubus,Fols  Rhizomes Pour Gilles Deleuze,Mouse On Mars,618.70975,0.64330636507,0.392484110794,1995
343,Long Night Dreaming,World We Know,Crash Parallel,283.71546,0.572755618617,0.419163384582,2008
344,I Got Love If You Want It,The History of Rhythm & Blues_ Volume 3 - The Rocknroll Years,Slim Harpo,165.51138,0.551565175468,0.392888862767,0
345,Burned in Blue,Silber Hearts Mom,Glissade,320.02567,0.500436690868,0.352644760484,2006
346,Perpato Sta Kimata,To Pathos Ine Aformi,Peggy Zina,204.7473,0.32467743102,0.304184256208,0
347,hoshi-ni-negai-wo,Photograph painted out with color,To Overflow Evidence,481.51465,0.36701072484,0.0,0
348,Goofin Around,Heros Of Rock And Roll,Johnny Kidd And The Pirates,112.45669,0.522386572488,0.37018420808,0
349,Feel Me,King Of Disco,Akcent,207.51628,0.647495012948,0.416465418673,2007
350,Denmark,Touchpaper,Claire Hamill,205.29587,0.515847654169,0.353124990046,0
351,O Sonho,O Paraíso: 14 Canções,Madredeus,308.68853,0.649612541155,0.413206928193,1997
352,My First Guitar,Caught In The Headlights,Absent Elk,191.08526,0.539325748597,0.374582775752,0
353,Perfect World,True Reflections,Boyd Tinsley,172.40771,0.528360183256,0.309338668727,2003
354,Boring,Dude Ranch,Blink-182,101.642,0.851351443053,0.582346373958,1997
355,Velvet To Atone,Fairport Convention: The Fairport Companion - Loose Chippings From The Fairport Convention Family Tree,Trader Horne,146.46812,0.444962535853,0.343239445172,1970
356,Escapades Of Pan (Orchestral Version),Skyline Firedance - The Orchestral Works and The Solo Works: 2 compact discs,David Lanz,323.73506,0.595403506489,0.403530129255,0
357,Gotta Let It Go,Judgement Days,Ms. Dynamite,250.80118,0.589694605247,0.383863704328,2005
358,Part 5: Awaken/Panic/Restraint,Music for Falling From Trees,Peter Broderick,182.96118,0.629404928759,0.48878767192,2009
359,Girl Trouble - Original,The R&B Years,Chris Farlowe,146.62485,0.543393231433,0.338575026457,0
360,Yama Yama Pretty Mama (Digitally Remastered),Rock 'n' Roll Heaven - The Ultimate Collection - 125 Original Recordings,Richard Berry,134.37342,0.457736899031,0.35140602531,0
361,From A Window,Do You Want To Know A Secret,Billy J. Kramer,118.07302,0.414751987213,0.316522215167,1979
362,Down The Road Apiece,Speedball + 11,The Count Bishops,166.03383,0.40553999193,0.313044939964,1977
363,A Short Supply (of Truth),Youth_ Betrayal & The Awakening,Union 13,111.25506,0.529954558391,0.370918844926,2000
364,Calypso Calypso,Total Recall Vol. 7,Peter Metro,207.43791,0.440329164281,0.309700582059,0
365,Animal House,Walkin' The Razor's Edge (With Bonus Tracks),Helix,176.14322,0.56056152023,0.467007122896,1984
366,Power Skit #2,State Of The Arts,Afu-Ra,12.45995,0.597003152944,0.385433508001,2005
367,Oblige,Able Archer,I Concur,272.09098,0.527300549247,0.336336778272,2007
368,Voyager,Futura,Nação Zumbi,247.37914,0.57174687383,0.452475445909,0
369,This Love,Bloom,Lou Rhodes,307.51302,0.629515563349,0.444055406329,2007
370,Hardcore,O Yeah,End Of Fashion,176.97914,0.612175712546,0.39226222467,2005
371,Somewhere Along The Way (Mono) (1998 Digital Remaster),Cliff Sings,Cliff Richard,160.02567,0.668467754304,0.46111540123,1959
372,Face The World,Nadine,Nadine Sutherland,230.89587,0.482642189382,0.36271827996,0
373,Morning Calls,A Mark_ A Mission_ A Brand_ A Scar,Dashboard Confessional,259.5522,0.90347103686,0.584455232051,2003
374,Track,Limited Edition 2004,Lewis Taylor,251.71546,0.509131038532,0.369745832149,1996
375,Jam Dodger A,Enterprise Reversal,Wetdog,64.57424,0.51221141328,0.37436759055,2008
376,Give It Time,Middle Of The Road,Middle Of The Road,236.66893,0.561766189164,0.392011972904,1971
377,The Body Human,Point Blank,Robert Hood,360.28036,0.584477495173,0.461728917906,2002
378,(It Will Have To Do) Until The Real Thing Comes Along (1995 Digital Remaster),Great Ladies Of Song / Spotlight On June Christy,June Christy,221.59628,0.615984622246,0.456415837938,0
379,Give Love,Give Love,Tristan Garner,546.37669,0.535999560673,0.345323937981,2008
380,Wishing Well,The Rules Of Hell,Black Sabbath,247.17016,0.758016549218,0.570075972072,1980
381,What's A Lonely Girl To Do,I Got The Guns,Roger Creager,252.3424,0.674519456573,0.441559082514,2000
382,It Is Familiar,Ears Will Pop & Eyes Will Blink,Bodies Of Water,278.90893,0.618129537251,0.355833108758,2007
383,Zid,Dino Merlin - Burek,Dino Merlin,232.61995,0.513796637728,0.492044647877,0
384,Bear The Scars,A New Darkness Upon Us,Stampin´ Ground,190.69342,0.536644768408,0.323434390413,2003
385,Gypsy Music,Innocence,Luka Bloom,255.73832,0.600612698891,0.399022269492,2005
386,All Blacks,Nagah-mahdi - Opuscrits en quarante-huit rouleaux,Sebkha-Chott,39.18322,0.466573896907,0.286931846287,2006
387,Casanova 70 The Secret Of Cool,CASANOVA 70,Air,331.62404,0.783034165137,0.52180605055,0
388,Hey Mr. DJ (XFM Session),Hologram World,Tiny Masters Of Today,169.97832,0.686084424147,0.425960920005,0
389,Sunset Coming On,Mali Music,MALIAN MUSICIANS & DAMON ALBARN,252.31628,0.619021299102,0.418527618663,2002
390,I Am Your Girl (love is blue remix by A.T:F),The Gemini Prophecies (limited bonus),Neikka RPM,289.4624,0.545173759815,0.354114733506,2004
391,Year One Now,Morning Star,Entombed,116.92363,0.667530877521,0.437200534391,2001
392,Electra Glide,Celebrating 10 Years Of Groove,Down To The Bone,416.88771,0.577147675815,0.370632520366,2002
393,Late Night Saint,Play It 'Til Tomorrow,Nick Moss_ The Flip Tops,301.03465,0.544969570572,0.324366577843,0
394,10_000 Chariots,Mr. Marley,"Damian ""Jr. Gong"" Marley",266.08281,0.713114587617,0.537442074217,1996
395,Genie,Losing Feeling,No Age,205.53098,0.741958395707,0.569955770333,2009
396,Let me (original),Electrolessons 2,2MB,518.60853,0.476419632513,0.37963217794,0
397,What's It Gonna Be,The Collection,Samantha Mumba,179.80036,0.631680472151,0.434806675131,2001
398,Drumstern (BONUS TRACK),Sonar Kollektiv - Elektrish Compilation 2,Marcus Worgull,580.41424,0.506928394127,0.31122610173,0
399,Hump In Your Back,Jesse Fuller's Favorites,Jesse Fuller,160.36526,0.452304574568,0.316778268442,0
400,The Promise,The Venom Divine,Deadsoil,241.3971,0.51018629809,0.337221713212,2004
401,Poontang,Smiling Faces: The Best Of,The Undisputed Truth,217.83465,0.519692214994,0.392820106115,1975
402,Buckeye,Red River Rock,Johnny & the Hurricanes,128.73098,0.519287416098,0.348524988117,0
403,Back to Basics,Morphonic Stacks Volume 2,Rumble Pack,460.35546,0.481883159818,0.316566998945,2007
404,Anata No Kanata,Kioku Memento Mori Vizaru No Nikki feat. Rekka Katagiri,Rekka Katakiri,331.93156,0.404970837834,0.420124092586,0
405,Lucy,Lucy,Jealousy,465.21424,0.515557685898,0.309228462372,2006
406,On a tué no pourchau,200 millions de francophones et moi et moi et moi...,Vitor Hublot,170.70975,0.42432958285,0.313731556911,0
407,I'm Glad There Is You,For Lovers Only,The Temptations,318.30159,0.709227648439,0.633353702739,1995
408,Scotland The Brave (Scotland),National Anthems Of The World,The London Theatre Orchestra,101.0673,0.332421635339,0.314494836503,0
409,Lamento Borincano,3 CD Box Tesoros De Coleccion,Sonora Santanera,224.28689,0.487356790928,0.343428378297,0
410,Would A Stranger Do?,Parting Should Be Painless,Roger Daltrey,213.18485,0.559795731873,0.371220779325,1984
411,Thank You,BeBe Winans,Bebe Winans,259.082,0.600195392799,0.488181389999,1997
412,Giselle,Laurita,Richard Galliano,304.37832,0.275854369716,0.398588153254,1992
413,Drunk and Hot Girls,Graduation,Kanye West / Mos Def,313.28608,0.877213745925,1.08250255673,2007
414,Gimme_ Gimme_ Gimme (Extended Version),Gimme_ Gimme_ Gimme,yoomiii,364.90404,0.442298501798,0.0,0
415,Ich Lasse Mir Nichts Mehr Nehmen,...Und Wie Geht Es Deinen Dämonen?,Senore Matze Rossi,220.52526,0.547121811535,0.392820661479,2007
416,Good Times,Destination Everywhere,Twenty 4 Seven,284.83873,0.540862601844,0.482490972444,2002
417,Children Go Where I Send Thee,It's Christmas,Mandisa,275.61751,0.754154837273,0.486151613839,0
418,Preacher,The Evil,Diamond Rexx,168.17587,0.516406816134,0.323219337103,0
419,Background Of Malfunction,Not So Brave,Flux of Pink Indians,158.58893,0.56672185624,0.344861419655,1981
420,The Gun,The Gun,Boss Volenti,239.56853,0.497668293875,0.0,2007
421,Knowledge,Operation Ivy,Operation Ivy,102.1122,0.677054111805,0.473101334926,1989
422,Savage Skulls,Night Must Fall,Padded Cell,274.72934,0.576930811008,0.343384372841,2004
423,Fucked with paranoia,In for the kill,Inhume,105.56036,0.502744114634,0.355432289108,2003
424,747 (Strangers In The Night) (Live At The Hammersmith Odeon) (1997 Digital Remaster),Wheels Of Steel/Strong Arm Of The Law,Saxon,295.81016,0.691487697851,0.519048155357,0
425,Pop That Pussy,Hot Venom,Rebirth Brass Band_ Cheeky Blakk,422.922,0.638137476824,0.404416830105,0
426,Think,Only A Woman,Judy Mowatt,203.54567,0.527185158256,0.340080014302,0
427,Ablation,Human Larvae [Earthly Cleansing],Commit Suicide,74.16118,0.450456387971,0.0,2003
428,Cryin',Big Ones,Aerosmith,309.18485,0.87253659867,0.610731462904,1993
429,Mambo Gumbo,Border Crossing,Wanderlust,396.38159,0.494740940394,0.450257104533,0
430,308,Mainlanders,Ricaine,242.78159,0.424827802101,0.287016540604,1996
431,Victim Of Love,The Circus,Erasure,222.22322,0.740348098081,0.497244168797,1987
432,Je me tords,Je garde quelques images... pour mes vies postérieures,Lio,227.91791,0.574212158677,0.40318523871,0
433,When The Light Is Gone live mix,Fusion,Ubar Tmar,442.122,0.390067424674,0.309149283254,1997
434,Through My Eyes,Voice From Home,FFH,305.76281,0.601245988381,0.461026520548,2005
435,Nenphilis,Daemonicus Awakening,The Spektrum,235.93751,0.505692036335,0.365683010033,0
436,Roxy Girl,TV Tube Heart,The Radiators (From Space),122.3571,0.448614782981,0.326529153029,0
437,Cops And Robbers,Cops And Robbers,The Hoosiers,223.86893,0.755379258136,0.537521015276,2007
438,Una paloma blanca,Camino verde,Diana Navarro,232.17587,0.515569177672,0.383390423694,0
439,Intro,The Anatomy Of Melancholy,Paradise Lost,59.71546,0.770422641068,0.521243770863,0
440,Something About You,Time 2 Rock,Topmodelz,178.31138,0.631528267167,0.37699025214,2008
